Num. Id;Nombre;Precio;Disponibilidad;Autor;BGG;Temática;Si Buscas...;Edad;Núm. jugadores;Tiempo de juego;Medidas;Complejidad;Editorial;Dependencia del idioma;Mecánica;Idioma;ranking
1983;Steven Universe;14;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;30;;;Extended Play;;;;
1984;Santiago;0;No está disponible;Claudia Hely, Roman Pelek;8125;Agricultura;;de 10 a 14 años, de 14 a 18 años;3, 4, 5;60 min;260 x 260 x 80 mm;Medio;Ediciones Primigenio;Nula (Sólo instrucciones);Gestión de recursos;Español;7,1146
1985;El Frutalito;19.95;Disponible;;;Agricultura, Animales, Naturaleza;Cooperativo, Solitario, Infantil;de 3 a 6 años, de 6 a 8 años;1, 2, 3, 4;10;;;Haba;;Memoria;Español;
1986;Eldritch Horror;59.99;Disponible;;146021;;;de 14 a 18 años;1, 2, 3, 4, 5, 6, 7, 8, +8;180;;;Edge Entertainment;;;Español;7,80347
1987;El diablo negro;4.38;Disponible;;0;;;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;;;;Haba;Nula (Sólo instrucciones);;Español;
1988;Room 25;29.99;Disponible;François Rouzé;127024;Ciencia Ficción;Familiares, Cooperativo;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5, 6;30 min;295 x 295 x 80 mm;Medio;Asmodée;Nula (Sólo instrucciones);Programación acciones;Español;6,73996
1989;Dark Tales: Cenicienta;12.95;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;30;;;Edge Entertainment;;;Español;
1990;Between two cities. Entre dos ciudades;22.27;Disponible;;168435;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;3, 4, 5, 6, 7;25;;;SD Games;;;;7,02486
1991;Trivial Pursuit Familia;44.95;Disponible;;51262;;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6, 7, 8, +8;90;;;Hasbro;;;Español;6,49
1992;Trivial Pursuit Edición Clasica;30.95;No está disponible;;;;;de 14 a 18 años;2, 3, 4, 5, 6;60;;;Hasbro;;Preguntas y respuestas;Español;
1993;Logic Cards AMARILLO;6.25;Disponible;;;Abstracto;Familiares, Solitario, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;1;;;;Mercurio;;Habilidad, Preguntas y respuestas;Español;
1994;Ghost at Home;13.95;Proximamente (sin fecha);;320275;Terror;Familiares, Rápido;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;10 - 20 min.;;Medio;Do It;;Colección de sets;Español;9,66667
1995;¡Atención a los monstruos! Junior;4.95;Disponible;;;Cuentos;Rápido, Infantil, Viaje;de 3 a 6 años, de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;10 min.;;Medio;Haba;;Bazas;Español;
1996;Tan-Tan Caravan;17.95;Disponible;Alexey Konnov, Alexey Paltsev, Anatoliy Shklyarov;285712;Comercio;Familiares;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;30 min.;200 x 200 x 55 mm;Medio;Morapiaf;Nula (Sólo instrucciones);Colección de sets;Español;5,78333
1997;2491 Planetship;35.9;Disponible;Antonio Sousa Lara ;266102;Ciencia Ficción;Familiares;de 14 a 18 años, más de 18 años;2, 3, 4, 5;60 - 90 min.;295 x 295 x 75 mm;Medio;Morapiaf;Nula (Sólo instrucciones);Deducción e Investigación;Español;7,13824
1998;Fafnir;20.65;Disponible;;;Detectivesca;Familiares, Viaje;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4;20 min.;110 x 63 x 40 mm;Medio;Oink Games;;Bazas;Español;
1999;Mercenarios de los Cuervos de Tormenta;29.99;Disponible;;;Arte y Literatura, Espada y Brujería, TV/Series/Cine;Para 2;de 14 a 18 años, más de 18 años;2;;;Medio;Asmodée;Poca;Wargame;Español;
2000;Ginkgopolis;44.95;Disponible;;;Naturaleza;Familiares;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;45 min.;;Medio;SD Games;;Gestión de recursos;Español;
2001;Arqueras de Nand;16.15;Disponible;Pablo Garaizar;309600;Fantasía;Familiares, Solitario, Para 2, Rápido;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2;10 - 20 min.;120 x 190 x 40 mm;;Gen X Games;Nula (Sólo instrucciones);Gestión de cartas;Español;6,9584
2002;Sherlock Holmes: Los Irregulares de Baker Street;44.99;Disponible;;;Detectivesca;Cooperativo, Solitario, Para 2, Experiencia, Narrativo;de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6, 7, 8, +8;;;Medio;Space Cowboys;Alta;Deducción e Investigación;Español;
2003;Sherlock Holmes: Los crímenes del Támesis y otros casos;44.99;No está disponible;Gary Grady, Jérôme Ropert, Suzanne Goldberg;204305;Detectivesca;Familiares, Cooperativo, Solitario, Viaje;de 14 a 18 años;1, 2, 3, 4, 5, 6, 7, 8;90 min.;;Fácil;Edge Entertainment;Alta;Deducción e Investigación;Español;7,76454
2004;'''Sherlock Holmes: Carlton House & Queen''''s Park''';49.99;Disponible;Gary Grady, Raymond Edwards, Suzanne Goldberg;223931;Detectivesca;Cooperativo, Solitario, Para 2, Experiencia, Fiesta, Narrativo;de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5, 6, 7, 8;90 min.;;Medio;Asmodée;Alta;Deducción e Investigación;Español;7,9492
2005;Feelinks Revelations;22.45;Disponible;;;;;;;;;;Mercurio;;;;
2006;Kameleo;8.49;Disponible;;;;;;;;;;Mercurio;;;;
2007;Munchkin Warhammer 40.000;24.95;Disponible;Steve Jackson;;Fantasía;Familiares, Fiesta, Rápido;de 10 a 14 años, de 14 a 18 años;3, 4, 5, 6;120;200 x 200 x 36 mm;;Edge Entertainment;;Bazas;;
2008;Star Realms - United: Héroes;4;Disponible;;;Ciencia Ficción;Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2;;;;Devir;;Creación de mazo;;
2009;Oh my Goods: La revuelta de Longsdale;12.99;Disponible;Alexander Pfister;;;;;;;;;Asmodée;;;;
2010;Tapestry;81;Disponible;Jamei Stegmaier;286096;Historia;Solitario, Para 2, Eurogame;de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;90 - 120 min;;Difícil;Maldito Games;;Gestión de recursos;;7,48547
2011;Tapestry: Planes y Complots;27;Disponible;Jamei Stegmaier;315708;Comercio;Eurogame;de 10 a 14 años, de 14 a 18 años, más de 18 años;1, 2, 3, 4, 5;90 - 120 min.;205 x 205 x 55 mm;Medio;Maldito Games;Poca;Evolución de Civilización, Gestión de recursos;Español;8,20212
2012;Comanautas;69.95;Disponible;Jerry Hawthorne;256883;Cuentos;Cooperativo, Para 2, Experiencia, Narrativo, Ameritrash;de 14 a 18 años, más de 18 años;2, 3, 4;120 min;300 x 300 x 70 mm;Medio;Asmodée;Alta;Exploración y Aventura;Español;6,59894
2013;Gen7;59.95;Disponible;Steve Nix;257321;Ciencia Ficción;Experiencia, Narrativo;de 14 a 18 años, más de 18 años;3, 4;60 - 90 min;295 x 295 x 102 mm;Medio;Plaid Hat Games;Alta;Exploración y Aventura;Español;6,37838
2014;Futbol Travel;7;Disponible;;;Deportes;Familiares, Rápido, Infantil, Viaje;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2;15 minutos;12 x 18 x 4 cm;;Ravensburger;;Habilidad;;
2015;Skull;15.99;Disponible;;92415;;;de 14 a 18 años;3, 4, 5, 6;45;;;Lui-Méme;;;;7,21499
2016;Sword & Sorcery (Castellano);81;Disponible;;170771;;;de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5;60 - 90;;;Devir;;;;8,03903
2017;Desafíos de la Naturaleza: Oceanía;6.39;Disponible;;;;;de 6 a 8 años, de 8 a 10 años;2, 3, 4, 5, 6;20;;;Bioviva;;;;
2018;Sopa de números;9.95;Disponible;Javier Jésus Domínguez Cruz;242921;Abstracto;;de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;1, 2, 3, 4, 5, 6;5 - 15 min;90 x 115 x 20 mm;Fácil;Edge Entertainment;Nula (Sólo instrucciones);Puzzle;Español;8,125
2019;'''Time''''s Up Party 2 (Azul)''';20.99;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;4, 5, 6, 7, 8, +8;40;;;Repos Production;;;Español;
2020;'''Time''''s Up Family 2 (Naranja)''';20.99;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;4, 5, 6, 7, 8, +8;40;;;Repos Production;;;Español;
2021;Cortex Kids 2;14.99;Disponible;;;;;de 6 a 8 años, de 8 a 10 años, de 10 a 14 años, de 14 a 18 años;2, 3, 4, 5, 6;15;;;Asmodée;;;Español;
2022;Story Cubes: Astro;9.99;Disponible;;;;;;;;;;Asmodée;;;;
2023;UNDO 3 - Sangre en el callejón;11.69;Disponible;Lukas Zach, Michael Palm;271043;Detectivesca;Cooperativo, Para 2, Experiencia;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;45 - 90 min;130 x 180 x 40 mm;Medio;MasQueOca;Alta;Deducción e Investigación;Español;5,66467
2024;UNDO 5 - La Fiebre del Tesoro;8.65;Disponible;Lukas Zach, Michael Palm;293878;Detectivesca;Cooperativo, Para 2, Experiencia;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;45 - 90 min;130 x 180 x 40 mm;Medio;MasQueOca;Alta;Deducción e Investigación;Español;6,38922
2025;UNDO 4 - Saber Prohibido;11.69;Disponible;Lukas Zach, Michael Palm;293875;Detectivesca;Cooperativo, Para 2, Experiencia;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;45 - 90 min;130 x 180 x 40 mm;Medio;MasQueOca;Alta;Deducción e Investigación;Español;6,32387
2026;UNDO 2 - Una maldición del pasado;11.69;Disponible;Lukas Zach, Michael Palm;271042;Detectivesca;Cooperativo, Para 2, Experiencia;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;45 - 90 min;130 x 180 x 40 mm;Medio;MasQueOca;Alta;Deducción e Investigación;Español;5,45203
2027;UNDO 1 - Festival del cerezo en flor;11.69;Disponible;Lukas Zach, Michael Palm;271044;Detectivesca;Cooperativo, Para 2, Experiencia;de 10 a 14 años, de 14 a 18 años, más de 18 años;2, 3, 4, 5, 6;45 - 90 min;130 x 180 x 40 mm;Medio;MasQueOca;Alta;Deducción e Investigación;Español;6,01528
2028;La Leyenda de los Cinco Anillos: Linaje Celestial;8.52;Disponible;;;;;de 14 a 18 años;2;90;;;Fantasy Flight;;;;
2029;EXO - Mankind Reborn;44.95;Disponible;Diego de la Torre;247394;Postapocalíptico;Cooperativo, Solitario, Ameritrash;de 14 a 18 años, más de 18 años;1, 2, 3, 4;30 - 150 min;;Difícil;PlastCraft Games;Media;Exploración y Aventura;Español;6,44922
2030;EXO: Titans Unleashed;24.95;No está disponible;Diego de la Torre;276882;Postapocalíptico;Cooperativo, Solitario, Ameritrash;de 14 a 18 años, más de 18 años;1, 2, 3, 4;30 - 150 min.;300 x 300 x 70 mm;Medio;PlastCraft Games;Media;Exploración y Aventura;Español;8,5
2031;Grim Doom;39.95;Disponible;David Amorin;249888;Espada y Brujería;Para 2;de 14 a 18 años, más de 18 años;2;30 - 60 min;325 x 215 x 60 mm;Medio;Smart Troll Games;Alta;Creación de mazo;Español;7,62273
2032;Res Arcana;29.95;Disponible;;;;;de 10 a 14 años, de 14 a 18 años;2, 3, 4;60;;;Asmodée;;;;
2033;Spell;18;Disponible;Jesús Fuentes;286363;Espada y Brujería;Para 2;de 10 a 14 años, de 14 a 18 años, más de 18 años;2;20 - 45 min;130 x 180 x 40 mm;Medio;Perro Loko Games;Nula (Sólo instrucciones);Colocación de losetas, Puzzle;Español;8,23095
